YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
200704,4568,26833,1,0,"NE","FREEDOM",39.2,-86.88,3912000,8652800
200704,4568,26834,1,0,"SE","MARTINSVILLE",39.43,-86.43,3925800,8625800
200704,4568,26835,1,3,"SE","SOUTHPORT",39.2393,-86.7304,3914358,8643824
200704,4568,26836,1,0,"N","INDIANAPOLIS",39.78,-86.15,3946800,869000
200704,4568,26837,1,0,"WNW","HINDUSTAN",39.32,-86.47,3919200,8628200
200704,4568,26838,1,0,"W","SPENCER",39.28,-86.77,3916800,8646200
200704,4568,26839,1,0,"E","NASHVILLE",39.2,-86.25,3912000,8615000
200704,4568,26840,1,0,"E","DUGGER",39.07,-87.27,394200,8716200
200704,4568,26841,1,2,"E","FRANKLIN",39.48,-86.0125,3928800,86750
200704,4568,26842,1,0,"NW","LOOGOOTEE",38.67,-86.9,3840200,8654000
200704,4568,26843,1,2.5,"SE","SPEARSVILLE",39.3044,-86.167,3918264,8610020
200704,4568,26844,1,0,"W","BICKNELL",38.78,-87.3,3846800,8718000
200704,4568,26845,1,0,"S","RUSHVILLE",39.62,-85.45,3937200,8527000
200704,4568,26847,1,0,"NNW","ZELMA",38.93,-86.3,3855800,8618000
200704,4568,26848,1,0,"WNW","WILLIAMS",38.8,-86.63,3848000,8637800
200704,4568,26849,1,0,"NW","MITCHELL",38.73,-86.47,3843800,8628200
200704,4568,26850,1,1,"SE","BUDDHA",38.7898,-86.3869,3847388,8623214
200704,4568,26851,1,2,"SE","BEDFORD",38.8496,-86.4537,3850976,8627222
200704,4568,26852,1,3,"N","RUSHVILLE",39.6634,-85.45,3939804,8527000
200704,4568,27340,1,0,"N","WEST TERRE HAUTE",39.47,-87.45,3928200,8727000
200704,4568,27341,1,0,"N","BROWNSBURG",39.85,-86.4,3951000,8624000
200705,4570,26153,1,0,"N","MT CARMEL",38.42,-87.77,3825200,8746200
200705,4571,26154,1,3,"S","BLODGETT",36.9566,-89.53,3657396,8931800
200705,4572,26155,1,0,"N","CAPE GIRARDEAU",37.3,-89.53,3718000,8931800
200705,4573,26156,1,0,"N","PATTERSON",37.18,-90.57,3710800,9034200
200705,4573,26157,1,0,"N","POPLAR BLUFF",36.75,-90.4,3645000,9024000
200704,4577,26162,1,0,"N","RIVESVILLE",39.53,-80.12,3931800,807200
200704,4577,26163,1,1,"S","MORGANTOWN",39.6055,-79.95,3936330,7957000
200704,4577,26164,1,5,"SE","MORGANTOWN",39.5689,-79.8837,3934134,7953022
200704,4577,26165,1,0,"N","FARMINGTON",39.52,-80.25,3931200,8015000
200704,4578,26166,1,0,"N","SEWICKLEY",40.55,-80.18,4033000,8010800
200704,4578,26167,1,3,"NW","CORAOPOLIS",40.5507,-80.2104,4033042,8012624
200704,4578,26168,1,0,"N","WEXFORD",40.63,-80.05,4037800,803000
200704,4578,26169,1,5,"NE","PITTSBURGH",40.4811,-79.9128,4028866,7954768
200704,4578,26170,1,0,"N","SAXONBURG",40.75,-79.8,4045000,7948000
200704,4578,26171,1,0,"N","VALENCIA",40.67,-79.98,4040200,7958800
200704,4579,26172,1,0,"N","DUNDEE",40.58,-81.6,4034800,8136000
200704,4580,26173,1,6,"S","GREENVILLE",41.3333,-80.38,4119998,8022800
200704,4580,26174,1,0,"N","JACKSON CENTER",41.27,-80.15,4116200,809000
200704,4580,26560,1,0,"N","GROVE CITY",41.17,-80.08,4110200,804800
200704,4580,26562,1,0,"N","BOYERS",41.12,-79.92,417200,7955200
200704,4580,26580,1,2,"E","CLARION",41.22,-79.3616,4113200,7921696
200704,4580,26584,1,0,"N","ROSEVILLE",41.18,-79.15,4110800,799000
200706,4581,26180,1,2.91,"WSW","PINEHURST",35.1839,-79.5276,3511034,7931656
200704,4582,26186,1,1.31,"WNW","JONESVILLE",36.6872,-83.1218,3641232,837308
200706,4583,26181,1,0,"N","BEREA",36.32,-78.73,3619200,7843800
200706,4583,26182,1,5,"S","BUTNER",36.0577,-78.75,363462,7845000
200706,4583,26183,1,9,"NW","RALEIGH",35.892,-78.7835,3553520,7847010
200706,4583,26184,1,5.09,"WNW","PARKWOOD",35.9282,-78.9639,3555692,7857834
200706,4583,26185,1,11,"E","EAST DURHAM",35.98,-78.6735,3558800,7840410
200706,4583,26187,1,8,"NNW","RALEIGH",35.9069,-78.7246,3554414,7843476
200706,4583,26188,1,11,"E","DURHAM",36.02,-78.7234,361200,7843404
200706,4583,26189,1,11,"E","DURHAM",36.02,-78.7234,361200,7843404
200706,4583,26190,1,11,"E","DURHAM",36.02,-78.7234,361200,7843404
200706,4585,26198,1,.69,"N","BOGUE",34.71,-77.03,3442600,771800
200706,4585,26199,1,.9,"NW","NEWPORT",34.7892,-76.8612,3447352,7651672
200706,4585,26200,1,1.33,"WNW","SALTER PATH",34.69,-76.89,3441400,7653400
200706,4585,26201,1,1.33,"WNW","SALTER PATH",34.69,-76.89,3441400,7653400
200706,4585,26202,1,1.14,"E","CAMP GLENN",34.72,-76.73,3443200,7643800
200706,4585,26203,1,1.14,"E","CAMP GLENN",34.72,-76.73,3443200,7643800
200706,4585,26204,1,.9,"NW","NEWPORT",34.79,-76.86,3447400,7651600
200706,4585,26205,1,1.14,"E","CAMP GLENN",34.72,-76.73,3443200,7643800
200706,4585,26206,1,0,"N","SMYRNA",34.75,-76.53,3445000,7631800
200706,4585,26207,1,0,"N","HARKERS IS",34.7,-76.55,3442000,7633000
200706,4585,26208,1,0,"E","OTWAY",34.77,-76.57,3446200,7634200
200706,4585,26209,1,.57,"W","HARKERS IS",34.7,-76.56,3442000,7633600
200706,4585,27021,1,.9,"NW","NEWPORT",34.79,-76.86,3447400,7651600
200706,4586,26210,1,0,"N","APPLING",33.55,-82.32,3333000,8219200
200706,4586,26211,1,12,"SSE","LINCOLNTON",33.6197,-82.4002,3337182,8224012
200706,4586,26212,1,0,"N","AUGUSTA",33.48,-81.97,3328800,8158200
200706,4586,26213,1,8,"NNE","WAYNESBORO",33.1869,-81.9671,3311214,8158026
200706,4586,26213,2,0,"N","GIRARD",33.03,-81.72,331800,8143200
200706,4587,26214,1,6,"SSE","CHERAW",34.5999,-79.8397,3435994,7950382
200706,4587,26215,1,0,"N","TRADESVILLE",34.77,-80.55,3446200,8033000
200706,4587,26216,1,11,"W","WINNSBORO",34.38,-81.2927,3422800,8117562
200706,4587,26217,1,4,"NE","GASTON",33.8609,-81.0508,3351654,813048
200706,4587,26217,2,6,"NE","GASTON",33.8813,-81.0261,3352878,811566
200706,4587,26218,1,12.46,"NW","HAMMOND XRDS",33.8609,-81.0508,3351654,813048
200706,4587,26218,2,12.37,"NW","HAMMOND XRDS",33.8813,-81.0261,3352878,811566
200706,4587,26219,1,4,"SW","SUMTER",33.8791,-80.3993,3352746,8023958
200706,4587,26220,1,0,"N","SUMMERTON",33.62,-80.35,3337200,8021000
200706,4587,26221,1,5,"NNW","MANNING",33.7668,-80.2533,3346008,8015198
200706,4587,26221,2,2,"NW","ALCOLU",33.7704,-80.2446,3346224,8014676
200706,4821,27877,1,5,"SSE","TAMPICO",48.2332,-106.7784,4813992,10646704
200706,4821,27883,1,2,"NW","GLASGOW",48.2205,-106.6607,4813230,10639642
200706,4821,27884,1,5,"SW","HINSDALE",48.3489,-107.1569,4820934,1079414
200706,4821,27885,1,2,"NW","GLASGOW",48.2204,-106.6607,4813224,10639642
200706,4821,27890,1,3,"SW","GLASGOW",48.1693,-106.676,4810158,10640560
200706,4587,26228,1,1,"S","(SSC)SHAW AFB SUMTER",33.9555,-80.48,3357330,8028800
200705,4588,26233,1,1.38,"S","CENTRAL",32.85,-109.78,3251000,10946800
200706,4591,26229,1,1.14,"W","MORTON FORK",34.82,-77.2401,3449200,7714406
200706,4591,26230,1,0,"N","BURBAGE XRD",35.45,-76.7,3527000,7642000
200706,4591,26231,1,.56,"E","AURORA",35.3,-76.79,3518000,7647400
200706,4591,26232,1,.89,"SE","ALLIANCE",35.1409,-76.8089,358454,7648534
200705,4605,26358,1,2,"W","CORTARO",32.35,-111.1142,3221000,1116852
200705,4608,26962,1,0,"N","MAKOTI",47.97,-101.8,4758200,10148000
200705,4608,26964,1,5,"NE","BEULAH",47.3211,-101.7046,4719266,10142276
200705,4608,26965,1,9,"ENE","MAKOTI",48.0198,-101.6204,481188,10137224
200705,4608,26966,1,5,"E","MINOT",48.23,-101.1715,4813800,10110290
200705,4608,26967,1,0,"N","GLEN ULLIN",46.82,-101.83,4649200,10149800
200705,4608,26969,1,0,"N","MCCLUSKY",47.48,-100.45,4728800,10027000
200705,4608,26970,1,0,"N","LANSFORD",48.63,-101.37,4837800,10122200
200705,4608,26971,1,0,"N","HEBRON",46.9,-102.03,4654000,1021800
200705,4608,26972,1,0,"N","MCCLUSKY",47.48,-100.45,4728800,10027000
200705,4608,26973,1,4,"NE","GLEN ULLIN",46.8609,-101.7702,4651654,10146212
200705,4608,26973,2,4.3,"NE","GLEN ULLIN",46.864,-101.7657,4651840,10145942
200705,4608,26974,1,10,"ENE","GLEN ULLIN",46.8753,-101.6347,4652518,10138082
200705,4608,26974,2,10.2,"ENE","GLEN ULLIN",46.8764,-101.6308,4652584,10137848
200705,4608,26975,1,0,"N","LANSFORD",48.63,-101.37,4837800,10122200
200705,4608,26976,1,3,"W","CENTER",47.12,-101.3637,477200,10121822
200705,4608,26977,1,5,"E","MAKOTI",47.97,-101.692,4758200,10141520
200705,4608,26978,1,0,"N","CENTER",47.12,-101.3,477200,10118000
200705,4608,26979,1,0,"N","RUGBY",48.37,-99.98,4822200,9958800
200705,4608,26980,1,4,"NNW","WASHBURN",47.3334,-101.0526,4720004,1013156
200705,4608,26981,1,0,"N","ROLETTE",48.67,-99.83,4840200,9949800
200705,4609,26384,1,.69,"S","CHURUBUSCO",41.22,-85.32,4113200,8519200
200705,4609,26385,1,2.19,"ESE","HUNTERTOWN",41.22,-85.13,4113200,857800
200705,4609,26386,1,0,"N","FREMONT",41.73,-84.93,4143800,8455800
200705,4609,26387,1,.69,"N","ANGOLA",41.64,-85,4138400,8500
200705,4609,26388,1,0,"N","FREMONT",41.73,-84.93,4143800,8455800
200705,4609,26389,1,1.04,"W","HUNTERTOWN",41.23,-85.19,4113800,8511400
200705,4609,26390,1,0,"N","BARBEE",41.3,-85.72,4118000,8543200
200705,4609,26391,1,2.08,"SW","WOLFLAKE",41.31,-85.53,4118600,8531800
200705,4609,26392,1,1.25,"WSW","GREENDALE",41.09,-85.14,415400,858400
200705,4609,26393,1,1.38,"N","COLUMBIA CITY",41.19,-85.48,4111400,8528800
200705,4609,26394,1,.52,"E","DENHAM",41.15,-86.71,419000,8642600
200705,4609,26395,1,0,"N","HUNTERTOWN",41.23,-85.17,4113800,8510200
200705,4609,26396,1,1.73,"NW","GREENDALE",41.12,-85.14,417200,858400
200705,4609,26397,1,0,"N","HUNTERTOWN",41.23,-85.17,4113800,8510200
200705,4609,26398,1,.52,"W","FT WAYNE",41.07,-85.14,414200,858400
200705,4609,26399,1,2.08,"N","NINE MILE",41.01,-85.22,41600,8513200
200705,4609,26410,1,1.55,"W","CLEAR LAKE",41.73,-84.86,4143800,8451600
200705,4609,26417,1,0,"N","CHURUBUSCO",41.23,-85.32,4113800,8519200
200705,4610,26421,1,.86,"NE","CAMDEN",41.76,-84.76,4145600,8445600
200705,4610,26422,1,.86,"NW","OSSEO",41.89,-84.54,4153400,8432400
200705,4610,26424,1,1.24,"SE","COLDWATER ARPT",41.92,-85.03,4155200,851800
200705,4610,26426,1,1.24,"SW","COLDWATER",41.94,-85.02,4156400,851200
200705,4610,26427,1,.69,"S","COLDWATER",41.94,-85,4156400,8500
200705,4610,26428,1,1.54,"E","COLDWATER ARPT",41.93,-85.02,4155800,851200
200705,4610,26429,1,.69,"N","READING",41.84,-84.75,4150400,8445000
200705,4610,26430,1,.69,"S","COLDWATER",41.94,-85,4156400,8500
200705,4611,26481,1,.69,"S","DELTA",41.57,-84,4134200,8400
200705,4611,26482,1,.52,"E","COONEY",41.65,-84.72,4139000,8443200
200705,4611,26483,1,.69,"N","EDON",41.56,-84.77,4133600,8446200
200705,4611,26484,1,.52,"W","WAUSEON",41.55,-84.14,4133000,848400
200705,4611,26485,1,.52,"W","WAUSEON",41.55,-84.14,4133000,848400
200705,4611,26486,1,.52,"W","DEFIANCE",41.28,-84.36,4116800,8421600
200705,4611,26487,1,.52,"W","DEFIANCE",41.28,-84.36,4116800,8421600
200705,4611,26488,1,.52,"W","DEFIANCE",41.28,-84.36,4116800,8421600
200705,4611,26489,1,.52,"W","ANTWERP",41.18,-84.74,4110800,8444400
200705,4611,26490,1,1.25,"WNW","FT JENNINGS",40.91,-84.3,4054600,8418000
200705,4611,26491,1,.52,"W","COLUMBUS GROVE",40.92,-84.06,4055200,843600
200705,4611,26492,1,0,"N","BRYAN",41.47,-84.55,4128200,8433000
200704,4613,26412,1,9,"NNE","BIGHORN",46.2902,-107.378,4617412,10722680
200704,4613,26414,1,0,"N","(LVM)LIVINGSTON ARPT",45.7,-110.45,4542000,11027000
200704,4613,26419,1,0,"N","(LVM)LIVINGSTON ARPT",45.7,-110.45,4542000,11027000
200706,4614,26433,1,4,"N","HOLYOKE",40.6378,-102.3,4038268,10218000
200706,4614,26433,2,6,"E","AMHERST",40.68,-102.0556,4040800,1023336
200706,4614,26439,1,3.5,"S","OVID",40.9,-102.39,4054000,10223400
200706,4614,26440,1,.87,"NE","JULESBURG",40.99,-102.26,4059400,10215600
200706,4614,26456,1,3.5,"S","OVID",40.9,-102.39,4054000,10223400
200706,4614,26457,1,3.5,"S","OVID",40.9,-102.39,4054000,10223400
200706,4614,26458,1,5.84,"SE","JULESBURG",40.93,-102.18,4055800,10210800
200706,4614,26459,1,7.59,"SSE","JULESBURG MUNI ARPT",40.87,-102.26,4052200,10215600
200706,4614,26460,1,4.59,"SE","JULESBURG",40.94,-102.2,4056400,10212000
200706,4614,26461,1,5.56,"S","JULESBURG",40.9,-102.26,4054000,10215600
200706,4614,26462,1,12.16,"SE","JULESBURG",40.86,-102.1,4051600,1026000
200706,4614,26463,1,16.27,"SSE","JULESBURG",40.77,-102.13,4046200,1027800
200706,4614,43993,1,16.19,"SSE","JULESBURG",40.7583,-102.1708,4045498,10210248
200706,4614,43993,2,16.17,"SE","JULESBURG",40.7989,-102.0744,4047934,1024464
200706,4614,43996,1,12,"S","JULESBURG",40.8065,-102.27,4048390,10216200
200706,4614,43996,2,15,"SE","JULESBURG",40.8267,-102.0671,4049602,1024026
200706,4614,43998,1,4,"N","AMHERST",40.7378,-102.17,4044268,10210200
200706,4614,43998,2,6,"E","AMHERST",40.68,-102.0556,4040800,1023336
200706,4615,26441,1,2,"N","SURF",36.3789,-78.88,3622734,7852800
200706,4615,26442,1,0,"N","ROXBORO",36.4,-78.98,3624000,7858800
200706,4615,26443,1,0,"SW","ELON COLLEGE",36.1,-79.5,366000,7930000
200706,4615,26444,1,0,"SW","BURLINGTON",36.1,-79.43,366000,7925800
200706,4615,26445,1,0,"ESE","WELCOME",35.92,-80.27,3555200,8016200
200706,4615,26446,1,8,"SW","ASHEBORO",35.6182,-79.9307,3537092,7955842
200706,4615,26447,1,0,"SE","LEXINGTON",35.82,-80.27,3549200,8016200
200706,4615,26448,1,1,"S","LEXINGTON",35.8055,-80.27,3548330,8016200
200706,4615,26450,1,4.04,"N","HENDERSON",36.3884,-78.4,3623304,7824000
200706,4615,26451,1,0,"ESE","ALBEMARLE",35.37,-80.22,3522200,8013200
200706,4615,26452,1,3.67,"ESE","ANSONVILLE",35.0997,-80.0601,355982,803606
200706,4615,26453,1,0,"E","GIBSONVILLE",36.12,-79.55,367200,7933000
200706,4615,26454,1,0,"W","WINSTON SALEM",36.1,-80.25,366000,8015000
200706,4615,26455,1,4,"NNE","WINSTON SALEM",36.1534,-80.2226,369204,8013356
200706,4615,26465,1,2,"SE","WINSTON SALEM",36.0796,-80.2247,364776,8013482
200706,4615,26466,1,0,"N","MIDWAY",35.98,-80.27,3558800,8016200
200706,4615,26467,1,1.32,"N","WELCOME",35.9391,-80.27,3556346,8016200
200706,4615,26468,1,1.32,"N","WELCOME",35.9391,-80.27,3556346,8016200
200706,4615,26469,1,5,"W","ASHEBORO",35.7,-79.919,3542000,7955140
200706,4615,26470,1,3,"S","LEXINGTON",35.7766,-80.27,3546596,8016200
200706,4615,26471,1,1.82,"WSW","HEALING SPGS",35.6099,-80.1499,3536594,808994
200706,4615,26472,1,0,"SE","TROY",35.37,-79.9,3522200,7954000
200706,4615,37977,1,0,"N","KERNERSVILLE",36.12,-80.08,367200,804800
200706,4616,39755,1,2,"NE","LAUREL",38.5704,-75.5439,3834224,7532634
200706,4618,39754,1,2,"W","BIVALVE",39.23,-75.0673,3913800,754038
200706,4619,39758,1,0,"N","PLYMOUTH MEETING",40.1,-75.27,406000,7516200
200706,4620,40233,1,0,"N","MAPLEGLEN",40.18,-75.18,4010800,7510800
200706,4620,40237,1,0,"N","SOUTHAMPTON",40.18,-75.05,4010800,753000
200706,4621,26703,1,0,"N","CHERRY HILL",39.92,-75.02,3955200,751200
200706,4624,40298,1,12,"NE","SLAUGHTER BEACH DE",39.0227,-75.1222,391362,757332
200706,4624,40299,1,0,"N","LEWES DE",38.77,-75.15,3846200,759000
200706,4625,40647,1,0,"N","GREENVILLE",39.78,-75.58,3946800,7534800
200706,4626,40649,1,0,"N","ELKTON",39.6,-75.83,3936000,7549800
200706,4626,40650,1,0,"N","CECILTON",39.4,-75.88,3924000,7552800
200706,4626,40656,1,6,"WSW","CRUMPTON",39.1968,-76.0334,3911808,762004
200703,3997,22313,1,0,"N","LORAINE",32.42,-100.72,3225200,10043200
200703,3997,22329,1,0,"N","MIDLAND",32,-102.08,3200,1024800
200703,4005,22326,1,10,"W","ROUND MTN",30.43,-98.4977,3025800,9829862
200703,4005,22327,1,5,"NE","SPRING BRANCH",29.9211,-98.341,2955266,9820460
200704,3813,21178,1,0,"W","WINNFIELD",31.92,-92.63,3155200,9237800
200704,3813,21179,1,0,"N","FARMERVILLE",32.77,-92.4,3246200,9224000
200704,3814,21165,1,0,"WNW","ALBA",32.78,-95.62,3246800,9537200
200704,3814,21166,1,0,"WNW","ALBA",32.78,-95.62,3246800,9537200
200704,3814,21168,1,10,"NNE","MINEOLA",32.8036,-95.4142,3248216,9524852
200704,3814,21170,1,0,"NW","LEESBURG",32.98,-95.08,3258800,954800
200704,3814,21171,1,0,"NNW","NEWSOME",32.97,-95.13,3258200,957800
200704,3814,21172,1,8,"W","GILMER",32.73,-95.0675,3243800,954050
200704,3814,21175,1,0,"W","TROUP",32.15,-95.12,329000,957200
200704,3814,21177,1,0,"WNW","GLADEWATER",32.53,-94.93,3231800,9455800
200704,3814,21180,1,0,"SW","LINDALE",32.52,-95.4,3231200,9524000
200704,3818,21181,1,0,"N","HOCHATOWN",34.2,-94.67,3412000,9440200
200704,3818,21182,1,2,"NW","WRIGHT CITY",34.0704,-95.0247,344224,951482
200704,3818,21183,1,0,"N","HOCHATOWN",34.2,-94.67,3412000,9440200
200704,3819,21184,1,0,"S","TYLER",32.35,-95.3,3221000,9518000
200704,3819,21186,1,5,"SW","TEXARKANA",33.3789,-94.1112,3322734,946672
200704,3819,21195,1,2,"N","LUFKIN",31.3789,-94.73,3122734,9443800
200704,3819,23355,1,0,"N","HUNTINGTON",31.28,-94.58,3116800,9434800
200704,3819,23411,1,0,"N","TYLER",32.35,-95.3,3221000,9518000
200704,3820,21185,1,0,"E","MONROE",32.5,-92.12,3230000,927200
200704,3820,21187,1,0,"E","POLLOCK",31.52,-92.42,3131200,9225200
200704,3820,21188,1,1,"E","RUSTON",32.52,-92.6129,3231200,9236774
200704,3820,21189,1,3,"E","BLANCHARD",32.58,-93.8285,3234800,9349710
200704,3820,21190,1,0,"NW","BLANCHARD",32.58,-93.88,3234800,9352800
200704,3820,21192,1,5,"N","BOSSIER CITY",32.5923,-93.72,3235538,9343200
200704,3820,21202,1,0,"N","SPRING RIDGE",32.32,-93.95,3219200,9357000
200704,3820,23352,1,0,"N","NATCHITOCHES",31.77,-93.08,3146200,934800
200704,3824,21201,1,0,"N","LOGANSPORT",31.97,-94,3158200,9400
200704,3825,21203,1,0,"N","TAYLORTOWN",32.38,-93.6,3222800,9336000
200703,3829,21456,1,1,"S","MULESHOE",34.2055,-102.73,3412330,10243800
200703,3829,21457,1,2,"N","BLEDSOE",33.6489,-103.02,3338934,1031200
200703,3829,21458,1,12,"W","DENVER CITY",32.97,-103.0568,3258200,1033408
200703,3829,21459,1,3,"N","HART",34.4234,-102.12,3425404,1027200
200703,3829,21460,1,0,"N","LEVELLAND",33.58,-102.37,3334800,10222200
200703,3829,21460,2,6,"NW","ROPESVILLE",33.4813,-102.2235,3328878,10213410
200703,3829,21461,1,0,"N","WOLFFORTH",33.5,-102.02,3330000,1021200
200703,3829,21461,2,4,"E","REESE VLG",33.6,-101.9506,3336000,10157036
200703,3829,21462,1,7,"W","TAHOKA",33.18,-101.9009,3310800,10154054
200703,3829,21463,1,0,"N","LORENZO",33.67,-101.53,3340200,10131800
200703,3829,21463,2,0,"N","RALLS",33.68,-101.38,3340800,10122800
200703,3829,21464,1,0,"N","CONE",33.78,-101.38,3346800,10122800
200703,3829,21465,1,0,"ENE","POST",33.18,-101.38,3310800,10122800
200703,3829,21465,2,9,"ENE","JUSTICEBURG",33.0798,-101.0566,334788,1013396
200703,3829,21466,1,3,"N","TOKIO",33.2234,-102.58,3313404,10234800
200703,3829,21466,2,0,"N","BROWNFIELD",33.18,-102.28,3310800,10216800
200703,3829,21467,1,0,"N","FLOYDADA",33.98,-101.33,3358800,10119800
200703,3829,21468,1,0,"N","KRESS",34.37,-101.75,3422200,10145000
200703,3829,21471,1,0,"N","WHITEFACE",33.6,-102.62,3336000,10237200
200703,3829,21472,1,5,"E","BLACK",34.68,-102.5321,3440800,10231926
200703,3829,21473,1,6,"S","SUMMERFIELD",34.6433,-102.5,3438598,10230000
200703,3829,21474,1,12,"W","DENVER CITY",32.97,-103.0568,3258200,1033408
200703,3829,21477,1,0,"N","ANTON",33.82,-102.17,3349200,10210200
200705,3830,21260,1,2.92,"SW","DOW CITY",41.9,-95.54,4154000,9532400
200705,3830,21261,1,4.18,"S","DOW CITY",41.87,-95.49,4152200,9529400
200705,3830,21262,1,1.23,"SW","BRUSHY",42.42,-94.02,4225200,941200
200705,3830,21263,1,.69,"S","WEBSTER CITY",42.46,-93.82,4227600,9349200
200705,3830,21264,1,1.38,"S","STONEGA",42.46,-93.72,4227600,9343200
200705,3830,21265,1,.86,"NE","WILLIAMS",42.49,-93.54,4229400,9332400
200704,3831,21266,1,0,"N","SHAWNEETOWN",37.7,-88.13,3742000,887800
200704,3832,21267,1,0,"N","NEWBURGH",37.95,-87.42,3757000,8725200
200704,3832,21268,1,0,"N","MT VERNON",37.93,-87.9,3755800,8754000
200704,3833,21269,1,0,"N","SHAWNEETOWN",37.7,-88.13,3742000,887800
200704,3834,21270,1,0,"N","UNIONTOWN",37.77,-87.93,3746200,8755800
200704,3835,21271,1,0,"N","PATTERSON",37.18,-90.57,3710800,9034200
200704,3836,21272,1,0,"N","MT CARMEL",38.42,-87.77,3825200,8746200
200704,3836,21273,1,0,"N","MAUNIE",38.03,-88.05,381800,883000
200704,3837,21274,1,0,"N","EAST MT CARMEL",38.4,-87.73,3824000,8743800
200704,3837,21275,1,0,"N","MT VERNON",37.93,-87.9,3755800,8754000
200704,3838,21276,1,0,"N","PETERSBURG",38.5,-87.28,3830000,8716800
200704,3838,21277,1,0,"N","HAZLETON",38.48,-87.53,3828800,8731800
200704,3839,21278,1,0,"N","PETERSBURG",38.5,-87.28,3830000,8716800
200703,3840,21297,1,0,"N","GLEN BURNIE",39.17,-76.63,3910200,7637800
200703,3840,21298,1,0,"N","WOODLAWN",39.32,-76.73,3919200,7643800
200703,3840,21299,1,2,"ESE","MECHANICSVILLE",38.4189,-76.6959,3825134,7641754
200703,3847,21358,1,4,"N","RIVIERA BEACH",39.1778,-76.52,3910668,7631200
200705,3850,21423,1,28,"N","CHEYENNE",41.5348,-104.82,4132088,10449200
200705,3851,21426,1,.87,"NE","DRAKES",40.56,-105.07,4033600,1054200
200705,3851,21427,1,.69,"N","FT COLLINS AIRPARK",40.59,-105.03,4035400,1051800
200705,3851,21428,1,.53,"W","FT COLLINS",40.58,-105.09,4034800,1055400
200705,3851,21429,1,0,"N","LYONS",40.22,-105.27,4013200,10516200
200705,3851,21430,1,.87,"NE","BUNYAN",40.29,-104.91,4017400,10454600
200705,3851,21431,1,.53,"W","HUDSON",40.07,-104.64,404200,10438400
200705,3851,21432,1,2.08,"N","BOULDER",40.05,-105.27,403000,10516200
200705,3851,21433,1,2.33,"SSE","FIRESTONE J BAR B AR",40.17,-104.91,4010200,10454600
200705,3851,21434,1,.87,"SW","IONE",40.11,-104.81,406600,10448600
200705,3851,21435,1,2.96,"SSW","GARDEN CITY",40.29,-104.67,4017400,10440200
200705,3851,21436,1,2.61,"SE","HUDSON",40.04,-104.6,402400,10436000
200705,3851,21437,1,4.46,"WNW","PROSPECT",40.07,-104.41,404200,10424600
200705,3851,21438,1,1.6,"W","DENVER",39.73,-104.96,3943800,10457600
200705,3851,21439,1,19.33,"NE","STRASBURG",39.93,-104.06,3955800,1043600
200705,3851,21440,1,.69,"N","ELIZABETH",39.36,-104.6,3921600,10436000
200705,3851,21441,1,11.22,"WSW","LOWLAND",39.47,-104.18,3928200,10410800
200705,3851,21442,1,9.21,"WSW","LOWLAND",39.47,-104.14,3928200,1048400
200705,3851,21443,1,.87,"NW","FT LUPTON",40.09,-104.81,405400,10448600
200705,3851,21444,1,2.33,"SSW","(BKF)BUCKLEY AIR FORCE BASE",39.67,-104.77,3940200,10446200
200705,3851,21475,1,0,"N","DENVER",39.73,-104.93,3943800,10455800
200703,3852,21453,1,2,"N","SOUTH PLAINS",34.2489,-101.32,3414934,10119200
200703,3852,21453,2,2.5,"NNE","SOUTH PLAINS",34.2534,-101.3033,3415204,10118198
200703,3852,21454,1,9.25,"N","QUITAQUE",34.5037,-101.05,3430222,1013000
200703,3852,21454,2,20,"NNE","QUITAQUE",34.6371,-100.9157,3438226,10054942
200703,3852,21455,1,5.6,"SW","BRICE",34.6428,-100.9496,3438568,10056976
200703,3852,21455,2,3,"NW","BRICE",34.7307,-100.9173,3443842,10055038
200703,3852,21757,1,0,"N","SOUTH PLAINS",34.22,-101.32,3413200,10119200
200703,3855,21480,1,.55,"E","ARKANSAS CITY",37.07,-97.04,374200,972400
200703,3855,21481,1,0,"N","ARKANSAS CITY",37.07,-97.05,374200,973000
200703,3855,21482,1,0,"N","WELLINGTON",37.27,-97.4,3716200,9724000
200703,3855,21483,1,0,"N","CHAUTAUQUA",37.02,-96.18,371200,9610800
200703,3855,21484,1,0,"N","ALTAMONT",37.2,-95.3,3712000,9518000
200703,3855,21485,1,0,"N","CANEY",37.02,-95.95,371200,9557000
200703,3856,21487,1,2.18,"E","PUTNAM",37.97,-97.34,3758200,9720400
200703,3856,21488,1,.54,"W","COTTONWOOD FALLS",38.37,-96.54,3822200,9632400
200703,3857,21489,1,2.64,"SE","WILLOWBROOK",38.07,-97.97,384200,9758200
200703,3857,21490,1,.54,"W","NICKERSON",38.15,-98.09,389000,985400
200703,3857,21491,1,.54,"E","HUTCHINSON",38.07,-97.9101,384200,9754606
200703,3857,21492,1,1.29,"ESE","GROVELAND",38.29,-97.7,3817400,9742000
200703,3857,21493,1,0,"N","INMAN",38.23,-97.77,3813800,9746200
200703,3857,21494,1,1.49,"NNE","MC PHERSON",38.3899,-97.6595,3823394,9739570
